Meal,Preperation Time,Cooking Time,Calories,Fat,Cholesterol,Carbs,Fiber,Protein,Lookup Ingredients,new_ingredients,modified_ingredients
Dinner,15.0,45.0,90.5,4.0,0.03,5.4,1.3,8.5,"['paprika', 'butter', 'salt', 'chicken', 'onions', 'clove', 'cream', 'broth']",paprika butter salt chicken onions clove cream broth,paprika butter salt chicken onion clove cream broth
Dinner,10.0,20.0,406.5,14.4,0.145,5.8,0.9,58.8,"['black', 'cheese', 'breast', 'oil']",black cheese breast oil,black cheese breast oil
Dinner,10.0,240.0,354.6,7.4,0.08,32.6,4.8,36.6,"['seasoning', 'butter', 'pepper', 'peas', 'salsa', 'chicken', 'corn', 'rice', 'cream', 'water']",seasoning butter pepper peas salsa chicken corn rice cream water,seasoning butter pepper pea salsa chicken corn rice cream water
Dinner,45.0,30.0,299.2,1.8,0.0,59.4,14.9,15.1,"['pepper', 'beans', 'salsa', 'pineapple', 'red', 'rice']",pepper beans salsa pineapple red rice,pepper bean salsa pineapple red rice
Dinner,10.0,20.0,296.6,10.4,0.08,20.6,0.1,28.9,"['oil', 'garlic', 'sugar', 'fillets', 'salt', 'black', 'syrup', 'ginger']",oil garlic sugar fillets salt black syrup ginger,oil garlic sugar fillet salt black syrup ginger
Dinner,15.0,30.0,345.5,29.2,0.114,4.7,1.2,16.9,"['spinach', 'cheese', 'pepper', 'garlic', 'sauce', 'beef']",spinach cheese pepper garlic sauce beef,spinach cheese pepper garlic sauce beef
Dinner,5.0,480.0,150.6,4.3,0.075,3.7,0.4,24.4,"['oil', 'salsa', 'orange', 'pork', 'grapefruit']",oil salsa orange pork grapefruit,oil salsa orange pork grapefruit
Dinner,15.0,30.0,234.8,7.5,0.107,13.2,2.8,28.2,"['oil', 'pepper', 'kalamata', 'salt', 'fillets', 'orange', 'wine', 'clove', 'halibut', 'tomatoes', 'oregano']",oil pepper kalamata salt fillets orange wine clove halibut tomatoes oregano,oil pepper kalamata salt fillet orange wine clove halibut tomato oregano
Dinner,5.0,480.0,91.0,2.2,0.032,4.8,1.0,13.3,"['seasoning', 'salsa', 'chicken']",seasoning salsa chicken,seasoning salsa chicken
Dinner,5.0,60.0,286.3,3.3,0.09699999999999999,22.6,2.7,39.5,"['cream', 'breast', 'potatoes']",cream breast potatoes,cream breast potato
Dinner,0.0,0.0,227.8,10.9,0.067,19.8,3.3,14.5,"['cheese', 'bread', 'squash', 'extra', 'mushrooms', 'crabmeat', 'cream', 'basil']",cheese bread squash extra mushrooms crabmeat cream basil,cheese bread squash extra mushroom crabmeat cream basil
Dinner,0.0,0.0,224.3,3.0,0.026000000000000002,34.3,4.5,15.1,"['parsley', 'pepper', 'garlic', 'carrots', 'peas', 'chicken', 'orange', 'thyme', 'red', 'bouillon', 'tomatoes', 'basmati', 'water', 'basil', 'broth']",parsley pepper garlic carrots peas chicken orange thyme red bouillon tomatoes basmati water basil broth,parsley pepper garlic carrot pea chicken orange thyme red bouillon tomato basmati water basil broth
Dinner,10.0,10.0,120.1,1.8,0.031,19.5,6.0,7.4,"['bread', 'pepper', 'beans', 'garlic', 'cumin', 'chili']",bread pepper beans garlic cumin chili,bread pepper bean garlic cumin chili
Dinner,65.0,30.0,231.9,8.2,0.07400000000000001,6.1,1.2,31.9,"['cheese', 'chicken', 'soup']",cheese chicken soup,cheese chicken soup
Dinner,0.0,0.0,310.3,10.9,0.155,5.4,0.4,17.9,"['cod', 'bread', 'cheese', 'oil', 'fillets', 'water']",cod bread cheese oil fillets water,cod bread cheese oil fillet water
Dinner,0.0,0.0,204.3,5.7,0.048,18.4,0.2,19.9,"['honey', 'garlic', 'fat', 'pork', 'sauce']",honey garlic fat pork sauce,honey garlic fat pork sauce
Dinner,15.0,20.0,384.2,16.6,0.01,46.5,8.6,16.1,"['cheese', 'leaves', 'oil', 'garlic', 'black', 'chard', 'salt', 'orange', 'red', 'penne', 'tomatoes', 'mushrooms', 'water', 'oregano']",cheese leaves oil garlic black chard salt orange red penne tomatoes mushrooms water oregano,cheese leaf oil garlic black chard salt orange red penne tomato mushroom water oregano
Dinner,10.0,20.0,185.9,1.5,0.061,12.4,1.4,29.8,"['pepper', 'garlic', 'turkey', 'salt', 'flour', 'rosemary', 'broth']",pepper garlic turkey salt flour rosemary broth,pepper garlic turkey salt flour rosemary broth
Dinner,0.0,0.0,243.5,4.9,0.0,46.2,6.2,5.6,"['seasoning', 'oil', 'potatoes', 'tomatoes', 'basil']",seasoning oil potatoes tomatoes basil,seasoning oil potato tomato basil
Dinner,15.0,460.0,273.6,9.6,0.031,32.1,6.2,13.6,"['beans', 'garlic', 'hamburger', 'carrots', 'salt', 'chicken', 'soup', 'pasta', 'celery', 'potatoes', 'tomatoes', 'bacon', 'vegetables', 'broth']",beans garlic hamburger carrots salt chicken soup pasta celery potatoes tomatoes bacon vegetables broth,bean garlic hamburger carrot salt chicken soup pasta celery potato tomato bacon vegetable broth
Dinner,15.0,10.0,414.3,16.5,0.049,39.4,7.3,27.1,"['seasoning', 'beans', 'kidney', 'extra', 'salsa', 'black', 'juice', 'lettuce', 'wheat', 'avocado']",seasoning beans kidney extra salsa black juice lettuce wheat avocado,seasoning bean kidney extra salsa black juice lettuce wheat avocado
Dinner,20.0,25.0,251.5,13.6,0.08,8.8,0.8,22.1,"['spinach', 'cheese', 'bread', 'carrots', 'eggs', 'beef', 'pasta', 'basil', 'broth']",spinach cheese bread carrots eggs beef pasta basil broth,spinach cheese bread carrot egg beef pasta basil broth
Dinner,25.0,0.0,352.8,6.9,0.057,45.6,4.0,27.8,"['butter', 'leaves', 'carrots', 'peas', 'chicken', 'sauce', 'milk', 'pasta']",butter leaves carrots peas chicken sauce milk pasta,butter leaf carrot pea chicken sauce milk pasta
Dinner,0.0,0.0,270.5,11.2,0.006,18.0,3.6,26.4,"['spinach', 'cheese', 'turkey', 'corn', 'sauce', 'chili', 'onions']",spinach cheese turkey corn sauce chili onions,spinach cheese turkey corn sauce chili onion
Dinner,0.0,0.0,350.2,7.6,0.13699999999999998,11.3,2.6,56.0,"['red', 'salad', 'chicken']",red salad chicken,red salad chicken
Dinner,0.0,0.0,289.1,3.7,0.081,30.3,3.8,35.9,"['butter', 'garlic', 'salt', 'black', 'corn', 'breast', 'milk']",butter garlic salt black corn breast milk,butter garlic salt black corn breast milk
Dinner,5.0,30.0,267.9,7.4,0.076,27.3,6.3,23.6,"['turkey', 'chili', 'red']",turkey chili red,turkey chili red
Dinner,5.0,15.0,263.3,5.6,0.08199999999999999,11.2,0.7,35.7,"['oil', 'pepper', 'sugar', 'salt', 'chicken', 'onions', 'rosemary', 'grapes', 'chardonnay', 'broth']",oil pepper sugar salt chicken onions rosemary grapes chardonnay broth,oil pepper sugar salt chicken onion rosemary grape chardonnay broth
Dinner,0.0,0.0,192.6,9.8,0.044000000000000004,10.4,0.8,12.4,"['capellini', 'marjoram', 'margarine', 'sherry', 'breast', 'onions', 'pasta', 'mushrooms', 'flour', 'broth']",capellini marjoram margarine sherry breast onions pasta mushrooms flour broth,capellini marjoram margarine sherry breast onion pasta mushroom flour broth
Dinner,15.0,30.0,176.7,9.9,0.055,12.6,0.8,9.1,"['bread', 'pepper', 'sugar', 'salt', 'black', 'cider', 'sauce', 'beef', 'tomatoes', 'cream']",bread pepper sugar salt black cider sauce beef tomatoes cream,bread pepper sugar salt black cider sauce beef tomato cream
Dinner,10.0,8.0,371.7,21.8,0.08,9.4,2.9,34.7,"['fillets', 'nuts']",fillets nuts,fillet nut
Dinner,150.0,15.0,191.1,7.2,0.033,27.5,0.8,3.7,"['butter', 'sugar', 'salt', 'yeast', 'water', 'flour']",butter sugar salt yeast water flour,butter sugar salt yeast water flour
Dinner,5.0,480.0,366.6,23.1,0.071,2.9,0.0,33.8,"['buttermilk', 'water', 'roast', 'gravy']",buttermilk water roast gravy,buttermilk water roast gravy
Dinner,10.0,30.0,245.0,4.3,0.009000000000000001,43.6,4.0,13.6,"['greens', 'black', 'salt', 'ham', 'rice', 'water', 'broth']",greens black salt ham rice water broth,green black salt ham rice water broth
Dinner,5.0,0.0,215.1,4.2,0.068,19.0,0.4,24.6,"['honey', 'beef', 'sugar']",honey beef sugar,honey beef sugar
Dinner,5.0,30.0,90.5,2.3,0.005,9.8,4.6,10.3,"['cheese', 'crackers', 'broccoli']",cheese crackers broccoli,cheese cracker broccoli
Dinner,30.0,180.0,262.3,6.5,0.044000000000000004,29.5,4.0,23.3,"['cheese', 'garlic', 'salt', 'sauce', 'beef', 'red', 'tomatoes', 'noodles', 'basil', 'oregano']",cheese garlic salt sauce beef red tomatoes noodles basil oregano,cheese garlic salt sauce beef red tomato noodle basil oregano
Dinner,30.0,90.0,227.9,17.1,0.048,8.3,1.5,10.7,"['pepper', 'oil', 'cabbage', 'salt', 'soup', 'beef', 'rice']",pepper oil cabbage salt soup beef rice,pepper oil cabbage salt soup beef rice
Dinner,10.0,15.0,468.1,7.3,0.332,58.5,3.7,42.0,"['honey', 'oil', 'garlic', 'cilantro', 'coriander', 'cumin', 'salt', 'tortillas', 'seeds', 'shrimp']",honey oil garlic cilantro coriander cumin salt tortillas seeds shrimp,honey oil garlic cilantro coriander cumin salt tortilla seed shrimp
Dinner,0.0,0.0,568.3,42.7,0.185,8.2,1.6,35.3,"['cheese', 'seasoning', 'garlic', 'hamburger', 'black', 'eggs', 'sauce', 'mushrooms', 'pepperoni']",cheese seasoning garlic hamburger black eggs sauce mushrooms pepperoni,cheese seasoning garlic hamburger black egg sauce mushroom pepperoni
Dinner,20.0,35.0,305.9,5.4,0.046,41.5,6.5,26.1,"['leaves', 'garlic', 'cumin', 'extra', 'salt', 'chicken', 'chili', 'onions', 'rice', 'tomatoes', 'liquid']",leaves garlic cumin extra salt chicken chili onions rice tomatoes liquid,leaf garlic cumin extra salt chicken chili onion rice tomato liquid
Dinner,20.0,50.0,107.3,4.5,0.023,7.3,1.5,9.3,"['lentils', 'cheese', 'bread', 'garlic', 'dijon', 'adobo', 'black', 'beef', 'arugula', 'wheat']",lentils cheese bread garlic dijon adobo black beef arugula wheat,lentil cheese bread garlic dijon adobo black beef arugula wheat
Dinner,15.0,45.0,162.2,7.6,0.0,19.6,7.4,6.9,"['curry', 'pepper', 'oil', 'garlic', 'coriander', 'cilantro', 'cumin', 'florets', 'salt', 'juice', 'cinnamon', 'red', 'water', 'ginger', 'cauliflower']",curry pepper oil garlic coriander cilantro cumin florets salt juice cinnamon red water ginger cauliflower,curry pepper oil garlic coriander cilantro cumin floret salt juice cinnamon red water ginger cauliflower
Dinner,0.0,0.0,114.5,7.6,0.005,9.0,3.0,4.8,"['oil', 'garlic', 'sugar', 'broccoli', 'sauce', 'chili', 'breast', 'basil']",oil garlic sugar broccoli sauce chili breast basil,oil garlic sugar broccoli sauce chili breast basil
Dinner,15.0,30.0,262.0,7.1,0.062,32.9,4.4,20.6,"['garlic', 'carrots', 'zucchini', 'extra', 'salt', 'corn', 'onions', 'potatoes', 'tomatoes']",garlic carrots zucchini extra salt corn onions potatoes tomatoes,garlic carrot zucchini extra salt corn onion potato tomato
Dinner,5.0,240.0,149.6,5.6,0.047,8.7,0.7,15.4,"['cream', 'chicken', 'soup']",cream chicken soup,cream chicken soup
Dinner,10.0,60.0,249.3,13.5,0.059000000000000004,11.7,2.9,18.8,"['pepper', 'garlic', 'oil', 'carrots', 'salt', 'black', 'red', 'celery', 'tomatoes', 'basil', 'oregano']",pepper garlic oil carrots salt black red celery tomatoes basil oregano,pepper garlic oil carrot salt black red celery tomato basil oregano
Dinner,15.0,30.0,350.5,5.2,0.038,53.4,2.1,21.2,"['paprika', 'garlic', 'sugar', 'macaroni', 'corn', 'cayenne', 'mustard', 'beef', 'ketchup']",paprika garlic sugar macaroni corn cayenne mustard beef ketchup,paprika garlic sugar macaroni corn cayenne mustard beef ketchup
Dinner,5.0,10.0,63.4,2.7,0.011000000000000001,5.0,1.0,5.5,"['oil', 'garlic', 'cilantro', 'cumin', 'black', 'chili', 'breast', 'onions', 'juice', 'mushrooms']",oil garlic cilantro cumin black chili breast onions juice mushrooms,oil garlic cilantro cumin black chili breast onion juice mushroom
Dinner,0.0,0.0,346.9,7.6,0.061,41.1,6.8,31.2,"['cheese', 'garlic', 'cilantro', 'broccoli', 'chili', 'lime', 'breast', 'rice', 'broth']",cheese garlic cilantro broccoli chili lime breast rice broth,cheese garlic cilantro broccoli chili lime breast rice broth
Dinner,10.0,30.0,464.5,18.5,0.053,51.5,3.1,27.8,"['cheese', 'fat', 'extra', 'sauce', 'spaghetti', 'tomatoes']",cheese fat extra sauce spaghetti tomatoes,cheese fat extra sauce spaghetti tomato
Dinner,10.0,30.0,273.7,7.2,0.09,18.7,1.0,31.9,"['curry', 'garlic', 'pork', 'mustard', 'jam']",curry garlic pork mustard jam,curry garlic pork mustard jam
Dinner,20.0,30.0,294.9,5.5,0.0,47.1,16.1,16.2,"['beans', 'garlic', 'oil', 'cumin', 'salsa', 'juice', 'red', 'broth']",beans garlic oil cumin salsa juice red broth,bean garlic oil cumin salsa juice red broth
Dinner,20.0,35.0,292.1,11.5,0.046,33.7,6.3,16.0,"['tomatillos', 'cheese', 'garlic', 'cilantro', 'cumin', 'tortillas', 'chicken', 'lime', 'red', 'tomatoes']",tomatillos cheese garlic cilantro cumin tortillas chicken lime red tomatoes,tomatillo cheese garlic cilantro cumin tortilla chicken lime red tomato
Dinner,10.0,60.0,146.5,3.2,0.057,14.6,0.9,14.9,"['chipotle', 'meat', 'salt', 'orange', 'red', 'oregano']",chipotle meat salt orange red oregano,chipotle meat salt orange red oregano
Dinner,15.0,360.0,183.6,3.8,0.0,30.5,8.2,7.0,"['curry', 'stock', 'chickpeas', 'oil', 'garlic', 'masala', 'beans', 'carrots', 'cumin', 'peas', 'red', 'tomatoes', 'milk']",curry stock chickpeas oil garlic masala beans carrots cumin peas red tomatoes milk,curry stock chickpea oil garlic masala bean carrot cumin pea red tomato milk
Dinner,0.0,0.0,223.9,8.2,0.027999999999999997,26.7,6.1,11.7,"['beans', 'sugar', 'pork', 'mustard', 'beef', 'red', 'celery', 'syrup', 'ketchup', 'cream']",beans sugar pork mustard beef red celery syrup ketchup cream,bean sugar pork mustard beef red celery syrup ketchup cream
Dinner,10.0,50.0,236.1,8.5,0.068,8.0,1.2,28.3,"['oil', 'dijon', 'black', 'splenda', 'sauce', 'chili', 'red', 'clove', 'liquid', 'tomatoes']",oil dijon black splenda sauce chili red clove liquid tomatoes,oil dijon black splenda sauce chili red clove liquid tomato
Dinner,15.0,30.0,175.5,9.2,0.025,16.0,2.7,8.2,"['spinach', 'cheese', 'cilantro', 'salt', 'tortillas', 'sauce']",spinach cheese cilantro salt tortillas sauce,spinach cheese cilantro salt tortilla sauce
Dinner,10.0,45.0,207.6,3.0,0.0,47.8,21.9,12.8,"['paprika', 'oil', 'beans', 'cumin', 'salt', 'yeast', 'sauce', 'chili', 'juice', 'broth', 'soy', 'tomatoes', 'marmite', 'oregano']",paprika oil beans cumin salt yeast sauce chili juice broth soy tomatoes marmite oregano,paprika oil bean cumin salt yeast sauce chili juice broth soy tomato marmite oregano
Dinner,0.0,0.0,370.2,4.2,0.044000000000000004,55.3,13.3,32.1,"['pepper', 'oil', 'garlic', 'beans', 'cumin', 'corn', 'breast', 'tomatoes']",pepper oil garlic beans cumin corn breast tomatoes,pepper oil garlic bean cumin corn breast tomato
Dinner,0.0,0.0,165.9,6.5,0.066,7.1,0.8,18.7,"['sauce', 'cheese', 'bread', 'chicken']",sauce cheese bread chicken,sauce cheese bread chicken
Dinner,28.0,40.0,310.1,14.1,0.042,29.6,10.4,18.4,"['oil', 'garlic', 'sirloin', 'beans', 'cumin', 'salt', 'sauce', 'chili', 'red', 'celery', 'broth', 'tomatoes', 'oregano']",oil garlic sirloin beans cumin salt sauce chili red celery broth tomatoes oregano,oil garlic sirloin bean cumin salt sauce chili red celery broth tomato oregano
Dinner,5.0,20.0,219.7,7.8,0.106,22.2,1.6,15.1,"['mushrooms', 'noodles', 'shrimp', 'sauce']",mushrooms noodles shrimp sauce,mushroom noodle shrimp sauce
Dinner,10.0,10.0,376.5,13.8,0.213,46.9,3.8,14.1,"['oil', 'eggs', 'sauce', 'rice', 'milk', 'vegetables']",oil eggs sauce rice milk vegetables,oil egg sauce rice milk vegetable
Dinner,15.0,420.0,40.4,2.4,0.0,4.5,0.6,1.0,"['seasoning', 'paprika', 'garlic', 'cilantro', 'cumin', 'extra', 'onions', 'red', 'clove']",seasoning paprika garlic cilantro cumin extra onions red clove,seasoning paprika garlic cilantro cumin extra onion red clove
Dinner,0.0,0.0,333.5,20.5,0.078,22.4,1.8,21.7,"['parsley', 'cheese', 'garlic', 'salt', 'sauce', 'beef', 'onions', 'tomatoes', 'milk', 'noodles', 'water', 'basil', 'oregano']",parsley cheese garlic salt sauce beef onions tomatoes milk noodles water basil oregano,parsley cheese garlic salt sauce beef onion tomato milk noodle water basil oregano
Dinner,10.0,15.0,193.8,8.9,0.078,0.7,0.2,26.7,"['pepper', 'oil', 'turkey', 'black', 'salt', 'sage', 'proscuitto']",pepper oil turkey black salt sage proscuitto,pepper oil turkey black salt sage proscuitto
Dinner,15.0,60.0,154.7,5.1,0.043,10.8,1.4,17.4,"['beef', 'water', 'rice']",beef water rice,beef water rice
Dinner,5.0,10.0,230.0,2.9,0.0,42.2,8.9,8.9,"['curry', 'chickpeas', 'oil', 'peas', 'salt', 'onions']",curry chickpeas oil peas salt onions,curry chickpea oil pea salt onion
Dinner,15.0,10.0,167.2,2.1,0.036000000000000004,21.8,2.8,15.9,"['oil', 'garlic', 'salt', 'florets', 'sauce', 'breast', 'tomatoes', 'ginger', 'broth']",oil garlic salt florets sauce breast tomatoes ginger broth,oil garlic salt floret sauce breast tomato ginger broth
Dinner,30.0,30.0,121.2,7.1,0.0,15.0,5.2,3.7,"['pepper', 'garlic', 'zucchini', 'squash', 'fennel', 'salt', 'thyme', 'tomatoes', 'mushrooms', 'lemon']",pepper garlic zucchini squash fennel salt thyme tomatoes mushrooms lemon,pepper garlic zucchini squash fennel salt thyme tomato mushroom lemon
Dinner,10.0,30.0,306.5,9.8,0.114,8.1,0.0,43.5,"['oil', 'pepper', 'fillets', 'salt', 'juice', 'vinegar']",oil pepper fillets salt juice vinegar,oil pepper fillet salt juice vinegar
Dinner,0.0,0.0,452.9,23.0,0.102,31.6,3.5,28.7,"['parsley', 'cheese', 'oil', 'garlic', 'salt', 'eggs', 'beef', 'tomatoes', 'noodles', 'basil']",parsley cheese oil garlic salt eggs beef tomatoes noodles basil,parsley cheese oil garlic salt egg beef tomato noodle basil
Dinner,0.0,0.0,237.0,10.4,0.065,6.6,0.0,27.1,"['pepper', 'garlic', 'salt', 'soup', 'beef', 'water']",pepper garlic salt soup beef water,pepper garlic salt soup beef water
Dinner,15.0,20.0,220.7,4.2,0.076,10.8,2.8,34.7,"['paprika', 'oil', 'garlic', 'salt', 'sauce', 'breast', 'tomatoes', 'asparagus', 'starch', 'broth']",paprika oil garlic salt sauce breast tomatoes asparagus starch broth,paprika oil garlic salt sauce breast tomato asparagus starch broth
Dinner,0.0,55.0,188.5,10.8,0.066,9.9,0.8,12.6,"['parsley', 'garlic', 'extra', 'ketchup', 'oats', 'oregano']",parsley garlic extra ketchup oats oregano,parsley garlic extra ketchup oat oregano
Dinner,10.0,40.0,305.2,11.0,0.037000000000000005,37.7,7.8,15.5,"['pepper', 'garlic', 'oil', 'beans', 'turkey', 'black', 'chicken', 'sauce', 'thyme', 'red', 'rice', 'tomatoes']",pepper garlic oil beans turkey black chicken sauce thyme red rice tomatoes,pepper garlic oil bean turkey black chicken sauce thyme red rice tomato
Dinner,0.0,0.0,243.2,5.8,0.07400000000000001,17.7,0.1,26.4,"['pepper', 'sugar', 'cider', 'pork', 'mustard', 'ketchup']",pepper sugar cider pork mustard ketchup,pepper sugar cider pork mustard ketchup
Dinner,5.0,30.0,220.9,2.1,0.049,27.7,5.0,24.1,"['breast', 'salsa', 'rice']",breast salsa rice,breast salsa rice
Dinner,5.0,30.0,240.7,8.5,0.066,12.8,0.7,27.2,"['cheese', 'chicken', 'broccoli', 'milk', 'cream']",cheese chicken broccoli milk cream,cheese chicken broccoli milk cream
Dinner,45.0,15.0,47.9,3.4,0.0,3.8,0.2,0.6,"['oil', 'sugar', 'salt', 'yeast', 'red', 'water']",oil sugar salt yeast red water,oil sugar salt yeast red water
Dinner,0.0,0.0,162.4,8.0,0.055,0.9,0.0,21.3,"['honey', 'oil', 'garlic', 'soup', 'pork', 'soy', 'rice', 'water']",honey oil garlic soup pork soy rice water,honey oil garlic soup pork soy rice water
Dinner,10.0,20.0,228.3,2.0,0.099,12.2,4.2,42.7,"['cod', 'garlic', 'dill', 'sage', 'onions', 'red', 'lemon', 'ginger']",cod garlic dill sage onions red lemon ginger,cod garlic dill sage onion red lemon ginger
Dinner,5.0,600.0,381.4,6.6,0.084,44.2,1.3,34.0,"['sauce', 'buns', 'roast']",sauce buns roast,sauce bun roast
Dinner,0.0,0.0,139.4,1.9,0.038,11.2,0.9,18.4,"['pepper', 'turkey', 'black', 'salt', 'celery', 'milk', 'cream']",pepper turkey black salt celery milk cream,pepper turkey black salt celery milk cream
Dinner,15.0,25.0,101.3,3.8,0.016,10.5,0.9,5.6,"['black', 'corn', 'thyme', 'rice', 'water', 'broth']",black corn thyme rice water broth,black corn thyme rice water broth
Dinner,10.0,10.0,254.0,8.3,0.0,31.9,9.6,14.8,"['stock', 'oil', 'garlic', 'chorizo', 'beans', 'kale', 'red']",stock oil garlic chorizo beans kale red,stock oil garlic chorizo bean kale red
Dinner,20.0,35.0,316.4,6.7,0.065,46.8,4.0,30.9,"['steak', 'pepper', 'garlic', 'black', 'sauce', 'red', 'rice']",steak pepper garlic black sauce red rice,steak pepper garlic black sauce red rice
Dinner,0.0,0.0,177.7,1.5,0.066,10.9,0.3,27.5,"['min', 'sugar', 'salt', 'chicken', 'soda', 'breast', 'red', 'onions', 'juice', 'syrup', 'clove', 'lemon', 'water', 'flour', 'vinegar', 'broth']",min sugar salt chicken soda breast red onions juice syrup clove lemon water flour vinegar broth,min sugar salt chicken soda breast red onion juice syrup clove lemon water flour vinegar broth
